RPM,Flow,Head,Power,Vibration,Status,Specific_Vib,Head_Efficiency,Head_Loss_Factor
2924.8357076505617,98.62824099562215,102.53716444813308,123.49091962181882,2.231450592216046,0,2.2125026374984573,0.010539841607251518,0.010540816753049898
2893.086784941441,98.4997516063672,99.61001372266598,119.26251150816016,2.2144802135445207,0,2.219771854997809,0.01026568583293629,0.010266638093352277
2932.3844269050346,99.2325840088872,100.43667629871825,121.88946987817404,3.0701623729491727,0,3.0362563652507557,0.010198578189725855,0.010199510303934014
2976.1514928204015,101.5299219080488,98.4167147633462,121.56142115860044,3.2457654655439994,0,3.162715296175153,0.0095463780951857,0.009547211562980258
2888.292331263833,99.16798666353738,100.84446076390199,122.33260849587197,2.1284470166359335,0,2.1370746587632636,0.010253329091626554,0.010254267431124743
2888.293152152541,101.2706245641297,98.90179905803353,122.00741939795732,2.232402227024118,0,2.241450613676499,0.009642615962515793,0.009643462149164015
2978.9606407753695,102.08046263898065,98.50833555686788,121.77089677183176,2.957009127801658,0,2.8786303361137415,0.00945248608133907,0.009453302474069678
2938.3717364576455,98.15191191258651,101.79560350047393,121.355537097651,2.7134079972569585,0,2.677974027047889,0.01056541148924508,0.010566398511375247
2876.5262807032523,101.47069709655074,98.15042987155657,121.2407992236193,2.770571242128369,0,2.79318032172053,0.009531664347796603,0.009532497502679772
2927.128002179298,99.26126808378018,100.32841394733993,122.13196760025696,2.8586405179412226,0,2.8321472432560015,0.010181698497124908,0.010182628530846935
2876.829115359377,99.08356312370027,100.30072179152017,121.64755838822545,2.4037071353023696,0,2.423067347017613,0.010215428596289346,0.010216365061065848
2876.713512321487,100.0900906801396,100.69741206253403,123.72428564023929,2.6319879699960746,0,2.653293447642977,0.010050618645582345,0.010051521564606638
2912.0981135783018,100.81639716709184,98.53374183175947,121.97092554545829,2.6008768602792367,0,2.5900716942334503,0.009693484100668287,0.009694342433633724
2804.33598776711,98.88960005252952,101.95100611626202,122.68255410734041,2.156603359901816,0,2.230171338597339,0.010424275175591332,0.010425234537994515
2813.7541083743486,97.98401002383203,102.01466798050778,121.80583278938852,2.6260363772862814,0,2.7065284317008382,0.01062446254086477,0.010625458483988338
2871.8856235379512,97.30791958329377,102.13458912500003,120.9956330286671,2.995084278459867,0,3.024404710391432,0.010785259718041252,0.010786284832019507
2849.358443983279,102.6108637956826,97.97346037126349,122.26353003573269,2.3663467044626554,0,2.4084037083619276,0.009304231651046213,0.009305026953298151
2915.712366629764,100.93047267253039,98.33774450577486,120.11919209067794,2.561027699496374,0,2.547226678989684,0.009652348603243313,0.009653201362869273
2854.5987962239396,98.13976079585835,102.48112079538674,122.64473200624425,2.5826835664043424,0,2.623760071811166,0.010639195446563362,0.010640189607735214
2829.3848149332352,99.49284446449856,100.71859562300726,121.56184609341989,2.3861341798258917,0,2.4456868097167517,0.010173774226872665,0.010174699215776717
2973.282438446078,103.02588252793178,96.33201295761208,121.0157268720395,2.770760495077743,0,2.702469611304361,0.009074799420920066,0.009075568875104394
2888.7111849756734,100.40918690228119,100.11861074344837,123.65335246009424,2.2279737474980053,0,2.2366804619820884,0.009929441925951521,0.009930328298182111
2903.376410234396,105.10079593631848,95.31570319345035,121.91308685258494,3.0330582074783736,0,3.0295309869853124,0.008628059507818307,0.008628762482525677
2828.762590689327,96.99329475346671,104.11902347014559,123.25405935504514,2.750482224652898,0,2.8197482806606526,0.011066250600283451,0.011067309256542986
2872.7808637737407,98.42588730761145,102.52787055095615,123.51913678726787,2.125292559730842,0,2.1454293646063722,0.010582260123604432,0.01058324322379884
2905.546129485493,100.42440286835227,100.06597056340068,122.6897229785638,3.1792038739545014,0,3.1731353843969616,0.009921214399203156,0.00992209976863181
2842.4503211288848,100.1585601859512,98.7137231561772,120.71971016613334,2.567240584504638,0,2.619218228625595,0.009839161676386255,0.009840044390624051
2918.7849009172837,97.63468714366347,104.78592631996882,124.58393455521849,2.2108209931059792,0,2.196592451191741,0.010991301529284193,0.010992339245964924
2869.9680655040597,95.03330426891111,103.439739187591,119.76479525284918,2.9418218099964766,0,2.972605636812691,0.011452166999308995,0.011453308230712172
2885.415312510336,98.32284920049544,102.61234979976548,122.55827029342841,2.6978686077792102,0,2.711505317323945,0.010613186636284137,0.01061417467715205
2869.91466938853,95.69472888838246,104.6438781317812,122.54335845139269,1.7912161183063846,0,1.80999344631918,0.011425898745238746,0.011427021673741027
