RPM,Flow,Head,Power,Vibration,Status
2924.8357076505617,98.62824099562215,102.53716444813308,123.49091962181882,2.231450592216046,0
2893.086784941441,98.4997516063672,99.61001372266598,119.26251150816016,2.2144802135445207,0
2932.3844269050346,99.2325840088872,100.43667629871825,121.88946987817404,3.0701623729491727,0
2976.1514928204015,101.5299219080488,98.4167147633462,121.56142115860044,3.2457654655439994,0
2888.292331263833,99.16798666353738,100.84446076390199,122.33260849587197,2.1284470166359335,0
2888.293152152541,101.2706245641297,98.90179905803353,122.00741939795732,2.232402227024118,0
2978.9606407753695,102.08046263898065,98.50833555686788,121.77089677183176,2.957009127801658,0
2938.3717364576455,98.15191191258651,101.79560350047393,121.355537097651,2.7134079972569585,0
2876.5262807032523,101.47069709655074,98.15042987155657,121.2407992236193,2.770571242128369,0
2927.128002179298,99.26126808378018,100.32841394733993,122.13196760025696,2.8586405179412226,0
2876.829115359377,99.08356312370027,100.30072179152017,121.64755838822545,2.4037071353023696,0
2876.713512321487,100.0900906801396,100.69741206253403,123.72428564023929,2.6319879699960746,0
2912.0981135783018,100.81639716709184,98.53374183175947,121.97092554545829,2.6008768602792367,0
2804.33598776711,98.88960005252952,101.95100611626202,122.68255410734041,2.156603359901816,0
2813.7541083743486,97.98401002383203,102.01466798050778,121.80583278938852,2.6260363772862814,0
2871.8856235379512,97.30791958329377,102.13458912500003,120.9956330286671,2.995084278459867,0
2849.358443983279,102.6108637956826,97.97346037126349,122.26353003573269,2.3663467044626554,0
2915.712366629764,100.93047267253039,98.33774450577486,120.11919209067794,2.561027699496374,0
2854.5987962239396,98.13976079585835,102.48112079538674,122.64473200624425,2.5826835664043424,0
2829.3848149332352,99.49284446449856,100.71859562300726,121.56184609341989,2.3861341798258917,0
2973.282438446078,103.02588252793178,96.33201295761208,121.0157268720395,2.770760495077743,0
2888.7111849756734,100.40918690228119,100.11861074344837,123.65335246009424,2.2279737474980053,0
2903.376410234396,105.10079593631848,95.31570319345035,121.91308685258494,3.0330582074783736,0
2828.762590689327,96.99329475346671,104.11902347014559,123.25405935504514,2.750482224652898,0
2872.7808637737407,98.42588730761145,102.52787055095615,123.51913678726787,2.125292559730842,0
2905.546129485493,100.42440286835227,100.06597056340068,122.6897229785638,3.1792038739545014,0
2842.4503211288848,100.1585601859512,98.7137231561772,120.71971016613334,2.567240584504638,0
2918.7849009172837,97.63468714366347,104.78592631996882,124.58393455521849,2.2108209931059792,0
2869.9680655040597,95.03330426891111,103.439739187591,119.76479525284918,2.9418218099964766,0
2885.415312510336,98.32284920049544,102.61234979976548,122.55827029342841,2.6978686077792102,0
2869.91466938853,95.69472888838246,104.6438781317812,122.54335845139269,1.7912161183063846,0
2992.613909225447,102.34392038168828,96.45446743205214,119.51374606588917,2.2897358731024586,0
2899.3251387631035,100.98172831512423,98.88915179357367,122.26600099518788,2.6116389348886173,0
2847.114453552205,96.39486274021289,103.46139930023296,120.92189939855803,1.6361733289429363,0
2941.1272456051593,98.56452772937384,102.73075208323802,123.96432878786445,2.5340280341549577,0
2838.957817501449,98.03377147865307,101.23358734807594,120.85126645696148,2.563191749082104,0
2910.443179750238,102.08519661579027,97.63111815315285,120.92908873500735,2.026603247049671,0
2802.016493806011,93.2313115300706,104.20354314689337,118.76566144040773,2.6082579545039852,0
2833.5906975550783,99.35048885023535,102.38216461921988,124.50972650491305,2.5029855356500135,0
2909.8430617934564,101.97402833138894,96.93601948632536,120.32920942510205,2.023482357645994,0
2936.9233289997705,103.18138844568463,97.09491625634287,122.53577198588744,2.86782421874513,0
2908.5684140594985,102.7324229835192,97.12883850995462,120.5438104563554,2.8351415179071218,0
2894.217585880588,104.20463425899469,95.6089700279624,120.8384549483341,2.3841051652590557,0
2884.9448152205355,98.76867160002173,102.03360953670618,123.54527852006093,2.4205674706432703,0
2826.0739004816287,97.66996731469463,103.97414988403605,123.73148025005912,2.790505575038138,0
2864.0077895802647,97.92601242937515,102.3039741183513,121.24231091102124,2.4197347427552773,0
2876.9680614520107,99.20974891199475,101.4422066217253,122.38295530026751,1.727636719791938,0
2952.856111310946,104.88837123923626,95.32103943062782,121.46596526019562,2.694774622959971,0
2917.180914478423,97.90241635898083,103.09311577929444,123.00317943632574,2.1746962717045966,0
2811.8479922318634,95.23817624987103,104.18553254350618,120.81999171620734,2.3440627782329626,0
2916.20419846974,103.3131273374829,97.70737915316163,123.19257445303383,3.0831482271805903,0
2880.745885979184,101.37613804756914,99.7248930384484,123.25459043083777,2.446408610396481,0
2866.153899984702,98.1066298092866,102.9579829460009,123.86109790549598,2.500693974349549,0
2930.5838144420436,102.76341829334639,96.53825143599711,121.19520983187958,2.703866910185439,0
2951.5499761247975,102.46001706859776,97.34138687727608,121.85810606080028,2.702133577549613,0
2946.56400595581,104.60620459578853,95.5271767891006,122.44520538705356,2.1323208930488864,0
2858.039123838868,98.70209242347659,99.91864271130842,120.07609254819862,2.47588059378625,0
2884.5393812074394,101.5181394417948,100.06525702946753,123.25246025876615,2.5144610111703307,0
2916.5631715701784,105.85516766823277,93.96114085614947,121.89948906019585,2.608810758651531,0
2948.777256356118,102.87817266720243,97.36433583089114,122.22237152329677,2.615688776366648,0
2876.0412881077355,99.27249385254608,100.1478553817538,121.31269216164247,3.5349764915109834,0
2890.717051166809,101.12479228653882,97.54200436565488,119.97498053544844,2.0296560917651023,0
2844.6832512996984,97.36196419047839,101.99920975938525,120.79941877308676,2.8920366480791824,0
2840.1896687959666,102.71351019711727,97.46887830256703,122.5132468453891,2.9733503223332236,0
2940.62629111971,101.76104866572679,98.89687368501161,123.222200776492,2.697113589569411,0
2967.812001428541,101.79247823639521,98.35324841306776,122.48484949026323,2.2398738420507702,0
2896.3994939209833,98.20446660792487,102.12613770750679,122.70432080629818,3.1658672121070506,0
2950.1766448946014,103.92466951750947,95.6612889537008,121.52314696536567,1.6232068541039206,0
2918.081801252382,102.35788521366864,98.1105652391726,122.53393179186077,2.2266933211128697,0
2867.744012269744,97.89301581819748,103.56762013647659,123.55312328312208,2.968672878889125,0
2918.0697802754207,101.77599856181108,98.91302002617013,123.37310563140835,2.3519553586309927,0
2976.9018283232986,99.63467524713631,101.17419933024135,122.74556021911617,3.138585809920074,0
2898.2086980445024,100.30817211719813,99.98536943183942,122.49413163341097,1.8952781021286398,0
2978.2321827907003,103.60317417969479,94.82875642985951,119.40970288695686,2.055159242420797,0
2769.012744795513,98.89785771551544,100.05140216577706,120.33948872095078,2.28734473194921,0
2941.095125218761,99.87543567794816,100.57936254136403,122.38689410666933,2.6669597110146115,0
2904.3523534119086,97.59337589453013,102.36672585558465,121.43113270817774,2.4111919398479906,0
2885.049632476707,97.6936141635536,102.71963164478642,122.77760958259421,2.3038402989750315,0
2904.588038826775,97.48507123477621,104.15972784959712,123.15547664511625,3.0681585724394096,0
2800.621554269955,99.24647175930951,101.47672521587224,122.86921168198657,3.1053779901556604,0
2889.0164056081244,102.71853395584547,98.50340011555193,123.45802050617175,2.334248093716978,0
2917.855628575587,101.25614448609032,98.83064740853075,121.13375037732843,1.8160928770681348,0
2973.8947022370758,104.99068307195911,94.07756666293275,120.23397572009281,1.637006468325048,0
2874.0864890863177,99.37434741930934,100.56582921571768,122.00179673236138,2.5957160459121424,0
2859.5753198553407,98.4158222168516,100.76687787318616,121.15406080292368,2.762382248887519,0
2874.912147820773,98.46882641088465,103.07774608308777,123.67765963814888,2.5251991142314183,0
2945.7701058851035,100.9574975305243,99.82830953840637,123.24596012297299,2.4716367571676967,0
2916.4375554829844,97.47120914541588,103.01732943528125,122.39928898099792,2.178182954122367,0
2873.511989811648,99.61512986554737,101.62007271157876,123.45678670128491,2.761991917565535,0
2925.663371655668,100.80427602976735,97.17243325604913,119.58188528116304,3.171274151559564,0
2904.853877467402,101.65809653323858,98.9162949975364,123.09328354082878,1.6132489290657777,0
2948.4322495266447,101.85712456276153,96.81498509472604,119.9218482711753,2.468999524484914,0
2864.8973453061326,98.46415622810775,101.51679399296829,121.65616788691474,2.11186066023456,0
2883.6168926701116,97.69267920447135,101.96899455679404,121.14877460827401,1.9038136023784593,0
2880.394592343392,99.4682579337605,101.19206493021142,122.58266230446695,2.0480096516862334,0
2826.8242525933942,98.95317282692179,101.26953522638769,122.91972470658605,2.6518691422737617,0
2914.8060138532287,98.22387421966775,103.10546984000624,123.79146876850052,2.661984879036466,0
2913.0527636089946,100.62504280422337,98.77110664230845,120.63990431891312,3.08411510446992,0
2900.255672832123,100.47490220761493,100.23308452148437,122.51574438627571,2.5035126188581844,0
